interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
69,5,485,3000000,5,125,5,5,5,1,0,TV6HEL5GJO3OTIYQYFZSXKCIS4WN3ZOBXIYOVJ6LD2FD6RVAKTJQ,,"TransactionPool.Remember: transaction Y4SIHJUCZ2PK26AMPPGSJ7R2A6YABSV4N7F5V6ZKHJBR4MNKSC3Q: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
70,0,580,3000000,0,125,0,0,0,1,1,HLW4IR7LBT6GUQTMDU4T3ZIDRZTP6GYWDQ6IGFSBSCW4CIQ27YFA,IFJFKFTLRTCRL4OGLDZVDPHYBOLJ63DU2YH7GC72AVFTAIWV5QMA,
71,0,644,3000000,0,125,0,0,0,1,1,75FPZIOLFOI7FTZP7OFRVQ3IEQC4TTONQG7CKHHE23NCMEERRJ2A,KRJKV7E7D65ZYZW2QYXXLWGRK7W7VAKWSH7SIJBFAF62CJXFQIBA,
72,0,714,3000000,0,125,0,0,0,1,1,FHHD43ET7EGYTQUG6TUO4VFM7DHBIISJMY5MULNEBCHCAZ7GQV7Q,DYBHBKA5TNFKJKGAHHZ76NEDL3AN5LV4LCJQC7QSNOOLNRGOJMFQ,
73,0,762,3000000,0,125,0,0,0,1,1,XYGHCCSW5UZNXJ7KA4OIRQAWVFQJS7JJRZBNDKLNGTAXZHB6VDYA,YRNWB2UT7JWV2MRU2KOJT7KSA3HP77L3Z723FZDEWN5D5Q6C24HQ,
74,0,804,3000000,0,125,0,0,0,1,1,3XTBK3LSD5ZK22C6OAPM3XAXRCLPYG674E7C6W36RWCZNCIHGRKA,GWZP67TZIAYVQ7QUXZH5LYQ77GUJHEPM5UTMLFIKK26KMODTQRVQ,
75,0,845,3000000,0,125,0,0,0,1,1,RJCTAPQWHRP4475UWDA6W474KPCOS4X5B432DZKUE63VFJQTZYYQ,XH73KR5HDPXYMOXWGIGN6Q2YWGY5G3SAB7SLT6VPDTBPEY7NQFCA,
76,0,866,3000000,0,125,0,0,0,1,1,QQ5GJXQEQ4BETC6L3F3EEFQMP35YSV3Z27Y57F46IRNTMRBBXD4A,XS55HN4ORELPFQFDUBKUDEWMXONJY4WH4OXHZ4BCZVU4WD7XM6ZA,
77,0,852,3000000,0,125,0,0,0,1,1,YTUBGPAF6OJI7WY7JBPRGUNGYAGCS6PDILEPD6LICAQ5CYO3RKOA,Y6OJS2ER5KZE5KZS3D2LHNLFSBJH7O7V5N7B2TRXZLJRQ3RYU4RA,
78,0,809,3000000,0,125,0,0,0,1,1,QYGGLD6H73Q7YWH6UQ4AIIHMUKUINY6T47P7XOQL36CVJ5NCGLXQ,TMLE7KCIZTDMYVMPZH2IYPV43EYC46SIQ6QQ552XAMG35KRUO3ZA,
