interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
74,0,804,3000000,0,500,0,0,0,1,1,W2HOE2BCK7KKLCBIWMANCI7QHZQIIVQUYH74JDYP6YLPCYAM5HXA,VDBGA6BL6U3ZCNSEYYRZVVQRMENUK4V54QASGHJACUHAORN7BX3Q,
75,0,845,3000000,0,500,0,0,0,1,1,2BILRRERQVFSRARBGXCYUED3XWVFWZMPO3FOJ374RB7AM4YOMJNA,AQZ6UZESBAMN5MB6PWHT6HNFCF3KBOPVM4VGTDVY54QDOFRBRXHA,
76,0,866,3000000,0,500,0,0,0,1,1,IP6SZVHINMRYNZTTNAOAQGELZDPDZ63QW3TV7KMTWPHTOW642ZOA,32JQVDE4FZ2AXEVAKSE2RSPO2UEHNBSOE6SG7J2JIOZFSIKBTMLA,
77,0,852,3000000,0,500,0,0,0,1,1,IJ3QFOQSLHFLNTVZJSYJQKPZGUN77SZLTJPYDICMDRWO6C3JWJAQ,XUDG5B255YLDRKX3VXCN67DWKP4KMYTEXV2CSANUZJFF5YBQT5HA,
78,0,809,3000000,0,500,0,0,0,1,1,ZSR5WDJWAJSTBWSN3TMP4XVZFWG32DUSKKXVIXSIU2TUZ2XMCGGQ,U3MTCCCTQJXC3XLJYBUEWWUXBPJLP6TXBCZLDF4TD6O4EFZYBGQQ,
79,0,763,3000000,0,500,0,0,0,1,1,3E3ADO2HAVZAPHMECY6AHMYLJDZY7LCPJIRQPA3M3N2ZAV2Q7GFA,KUJKIIARHNCT2RXVRCEOGTIRCB7UNOBB73HGTR4Q4XVMRFVT5F5A,
80,0,686,3000000,0,500,0,0,0,1,1,PRDS67UBK3FGTR3VCVBIYXO6E7HGGYGWER37T3WBLY7ENP3JYZLQ,A2ZMAXXKO2IOGKANI7QZ3X57HGG6MA3AZAYOJ44WJBUL3V52TYUA,
81,0,614,3000000,0,500,0,0,0,1,1,HKEK24NTNL4AGMC5ZTJCXPMXIOQ2MX7NXG3M2YEEW2I6GXFWF2XQ,CUILH4Q7SXA2YXVSUHSFMSQSXYWXIUS3IPBKVDD23JYX2ZH6MBTQ,
82,0,530,3000000,0,500,0,0,0,1,1,PIIPXLCESM4JDTYG32DUUFAOWLEX3GUTZPXAP7CQCMHGCZVRXIGA,DU74UTGLJFUYISX7GJOGKFSYCODEQB5CJP3IBO6VNZVPDDTLPDNQ,
83,0,457,3000000,0,500,0,0,0,1,1,SAVDZZGJEEYHSN3DWDQUI7KCO6UKFMO3PWR4FG5LMERZYS7GNNPQ,NDX2O5NDGUM2FINYBYZCO5LECWFCDVDH72RTCTEYTT3QEHMXEQTA,
84,0,385,3000000,0,500,0,0,0,1,1,NSV2UFT6NAHWSEBLZZTSYSVD2KIBFBHKKJ6JFAHEMPMDQP4RTAAA,7IUUWKPMYCQ34CSNHLY6TFD2E3KR33PZMNDMANERQ5TYQBNQK2DA,
85,0,325,3000000,0,500,0,0,0,1,1,IQS3UTOGTVBVQOBJ7SYT3TZ4NYY7NEEWWB5RRTZZGB7K6R6ZKSPA,YB7YPGHSIBBPKSKTODTHXGYIYLPEYTYFAF6UVXEX5GZVHSKRXJWA,
86,0,265,3000000,0,500,0,0,0,1,1,CBPHREM4RUEIFYEKCOVF2YC6XWV6ROZ5RIUVR756OAVJZ6D35D7Q,N4GQ635S25EXIVOSETGTKBXYMIORRMKTQDKACT63U4LCANEG7GBA,
87,0,218,3000000,0,500,0,0,0,1,1,2A7QBZ6ZZT3DFJUWLSAKGFF7G6SWURBVO54435VYWDLSAOX77KDQ,5VJKBO5VBF5YB2A74B2RWFVULQ6K3XJLEEYR4DYGDQP7HTSQJBNQ,
88,0,162,3000000,0,500,0,0,0,1,1,N7DTQXJJVTCMNPACKSHBMXGZEJKVEY2NEHOOCS4YOK3MPEQLDSZQ,QO73KLUETQ4HLTJFDFIE7O4XAFX7ON5EKDAYM6HKHNVTWJBKABPA,
